timestamp,high_score,lines_cleared,tot_lines_cleared,tetrises,game_overs,score,height,holes,bumpiness
2025-11-04T15:41:50.299836,16400,0,140,2,1,0.612510657516274,-0.38949116713199194,-0.8409069869764874,-0.09875057256130093
2025-11-04T15:43:13.592505,30600,0,261,1,2,0.612510657516274,-0.38949116713199194,-0.8409069869764874,-0.09875057256130093
2025-11-04T15:44:45.137539,32800,0,279,2,3,0.612510657516274,-0.38949116713199194,-0.8409069869764874,-0.09875057256130093
2025-11-04T15:46:39.373322,46100,0,380,5,4,0.612510657516274,-0.38949116713199194,-0.8409069869764874,-0.09875057256130093
2025-11-04T15:49:34.131648,9800,0,91,0,0,0.7618773576630282,-0.6504586385591316,-0.789197784837331,-0.588293869821223
2025-11-04T15:50:01.161176,9800,0,88,0,0,0.7618773576630282,-0.6504586385591316,-0.789197784837331,-0.588293869821223
2025-11-04T15:50:28.491154,9800,0,90,0,0,0.7618773576630282,-0.6504586385591316,-0.789197784837331,-0.588293869821223
2025-11-04T15:50:33.022375,9800,0,2,0,1,0.7618773576630282,-0.6504586385591316,-0.789197784837331,-0.588293869821223
2025-11-04T15:51:02.383377,10000,1,94,0,1,0.7618773576630282,-0.6504586385591316,-0.789197784837331,-0.588293869821223
2025-11-04T15:51:03.538394,10000,0,0,0,2,0.5270993146690777,0.9894654272953163,-0.40693239087083555,-0.2566361182495518
2025-11-04T15:51:04.650155,10000,0,0,0,3,0.5270993146690777,0.9894654272953163,-0.40693239087083555,-0.2566361182495518
2025-11-04T15:51:05.970912,10000,0,0,0,4,0.5270993146690777,0.9894654272953163,-0.40693239087083555,-0.2566361182495518
2025-11-04T15:51:07.082167,10000,0,0,0,5,0.5270993146690777,0.9894654272953163,-0.40693239087083555,-0.2566361182495518
2025-11-04T15:51:08.160235,10000,0,0,0,6,0.5270993146690777,0.9894654272953163,-0.40693239087083555,-0.2566361182495518
2025-11-04T15:51:10.679258,10000,0,0,0,7,0.811722151417358,-0.26219350926495877,-0.6080380536660699,0.9776073894985897
2025-11-04T15:51:12.334122,10000,0,0,0,8,0.811722151417358,-0.26219350926495877,-0.6080380536660699,0.9776073894985897
2025-11-04T15:51:14.765112,10000,0,0,0,9,0.811722151417358,-0.26219350926495877,-0.6080380536660699,0.9776073894985897
2025-11-04T15:51:17.649026,10000,0,0,0,10,0.811722151417358,-0.26219350926495877,-0.6080380536660699,0.9776073894985897
2025-11-04T15:51:20.754131,10000,0,1,0,11,0.811722151417358,-0.26219350926495877,-0.6080380536660699,0.9776073894985897
2025-11-04T15:51:24.150852,10000,0,0,0,12,-0.30518772755534695,-0.6931868205019065,0.044517505176670635,-0.19178696090811065
2025-11-04T15:51:27.330158,10000,0,0,0,13,-0.30518772755534695,-0.6931868205019065,0.044517505176670635,-0.19178696090811065
2025-11-04T15:51:30.648518,10000,0,0,0,14,-0.30518772755534695,-0.6931868205019065,0.044517505176670635,-0.19178696090811065
